Time,Actual Data
2018-02-21 10:56:00.000,0.06
2018-02-21 10:56:00.013,0.21
2018-02-21 10:56:00.026,0.18
2018-02-21 10:56:00.039,0.2
2018-02-21 10:56:00.052,0.12
2018-02-21 10:56:00.065,0.14
2018-02-21 10:56:00.078,0.12
2018-02-21 10:56:00.091,0.17
2018-02-21 10:56:00.104,0.21
2018-02-21 10:56:00.117,0.28
2018-02-21 10:56:00.130,0.08
2018-02-21 10:56:00.143,0.13
2018-02-21 10:56:00.156,1.59
2018-02-21 10:56:00.169,0.12
2018-02-21 10:56:00.182,0.24
2018-02-21 10:56:00.195,0.23
2018-02-21 10:56:00.208,0.19
2018-02-21 10:56:00.221,0.23
2018-02-21 10:56:00.234,0.1
2018-02-21 10:56:00.247,0.15
2018-02-21 10:56:00.260,0.09
2018-02-21 10:56:00.273,0.16
2018-02-21 10:56:00.286,0.37
2018-02-21 10:56:00.299,0.17
2018-02-21 10:56:00.312,0.12
2018-02-21 10:56:00.325,0.28
2018-02-21 10:56:00.338,0.14
2018-02-21 10:56:00.351,0.16
2018-02-21 10:56:00.364,0.11
2018-02-21 10:56:00.377,0.15
2018-02-21 10:56:00.390,0.18
2018-02-21 10:56:00.403,0.33
2018-02-21 10:56:00.416,0.33
2018-02-21 10:56:00.429,0.23
2018-02-21 10:56:00.442,0.26
2018-02-21 10:56:00.455,0.2
2018-02-21 10:56:00.468,0.57
2018-02-21 10:56:00.481,0.14
2018-02-21 10:56:00.494,0.2
2018-02-21 10:56:00.507,0.2
2018-02-21 10:56:00.520,0.16
2018-02-21 10:56:00.533,0.15
2018-02-21 10:56:00.546,0.17
2018-02-21 10:56:00.559,0.21
2018-02-21 10:56:00.572,0.31
2018-02-21 10:56:00.585,0.4
2018-02-21 10:56:00.598,0.28
2018-02-21 10:56:00.611,0.21
2018-02-21 10:56:00.624,0.19
2018-02-21 10:56:00.637,0.31
2018-02-21 10:56:00.650,0.22
2018-02-21 10:56:00.663,0.18
2018-02-21 10:56:00.676,0.18
2018-02-21 10:56:00.689,0.24
2018-02-21 10:56:00.702,0.15
2018-02-21 10:56:00.715,0.4
2018-02-21 10:56:00.728,0.22
2018-02-21 10:56:00.741,0.11
2018-02-21 10:56:00.754,0.16
2018-02-21 10:56:00.767,0.15
2018-02-21 10:56:00.780,0.2
2018-02-21 10:56:00.793,0.15
2018-02-21 10:56:00.806,0.18
2018-02-21 10:56:00.819,0.23
2018-02-21 10:56:00.832,0.33
2018-02-21 10:56:00.845,0.29
2018-02-21 10:56:00.858,0.21
2018-02-21 10:56:00.871,0.24
2018-02-21 10:56:00.884,0.13
2018-02-21 10:56:00.897,0.2
2018-02-21 10:56:00.910,0.24
2018-02-21 10:56:00.923,0.23
2018-02-21 10:56:00.936,0.3
2018-02-21 10:56:00.949,0.2
2018-02-21 10:56:00.962,0.16
2018-02-21 10:56:00.975,0.12
2018-02-21 10:56:00.988,0.18
2018-02-21 10:56:01.001,0.43
2018-02-21 10:56:01.014,0.21
2018-02-21 10:56:01.027,0.25
2018-02-21 10:56:01.040,0.09
2018-02-21 10:56:01.053,0.23
2018-02-21 10:56:01.066,0.11
2018-02-21 10:56:01.079,0.2
2018-02-21 10:56:01.092,0.16
2018-02-21 10:56:01.105,0.12
2018-02-21 10:56:01.118,0.15
2018-02-21 10:56:01.131,0.33
2018-02-21 10:56:01.144,0.18
2018-02-21 10:56:01.157,0.22
2018-02-21 10:56:01.170,0.28
2018-02-21 10:56:01.183,0.28
2018-02-21 10:56:01.196,0.27
2018-02-21 10:56:01.209,0.26
2018-02-21 10:56:01.222,0.16
2018-02-21 10:56:01.235,0.27
2018-02-21 10:56:01.248,0.55
2018-02-21 10:56:01.261,0.31
2018-02-21 10:56:01.274,0.2
2018-02-21 10:56:01.287,0.11
2018-02-21 10:56:01.300,0.12
2018-02-21 10:56:01.313,0.18
2018-02-21 10:56:01.326,0.23
2018-02-21 10:56:01.339,0.15
2018-02-21 10:56:01.352,0.34
2018-02-21 10:56:01.365,0.32
2018-02-21 10:56:01.378,0.24
2018-02-21 10:56:01.391,0.24
2018-02-21 10:56:01.404,0.24
2018-02-21 10:56:01.417,0.22
2018-02-21 10:56:01.430,0.43
2018-02-21 10:56:01.443,0.16
2018-02-21 10:56:01.456,0.26
2018-02-21 10:56:01.469,0.14
2018-02-21 10:56:01.482,0.23
2018-02-21 10:56:01.495,0.43
2018-02-21 10:56:01.508,0.48
2018-02-21 10:56:01.521,0.16
2018-02-21 10:56:01.534,0.19
2018-02-21 10:56:01.547,0.23
2018-02-21 10:56:01.560,0.23
2018-02-21 10:56:01.573,0.17
2018-02-21 10:56:01.586,0.15
2018-02-21 10:56:01.599,0.44
2018-02-21 10:56:01.612,0.42
2018-02-21 10:56:01.625,0.35
2018-02-21 10:56:01.638,0.36
2018-02-21 10:56:01.651,0.36
2018-02-21 10:56:01.664,0.25
2018-02-21 10:56:01.677,0.16
2018-02-21 10:56:01.690,0.29
2018-02-21 10:56:01.703,0.46
2018-02-21 10:56:01.716,0.28
2018-02-21 10:56:01.729,0.51
2018-02-21 10:56:01.742,0.69
2018-02-21 10:56:01.755,0.85
2018-02-21 10:56:01.768,0.32
2018-02-21 10:56:01.781,0.32
2018-02-21 10:56:01.794,0.17
2018-02-21 10:56:01.807,0.65
2018-02-21 10:56:01.820,0.42
2018-02-21 10:56:01.833,0.37
2018-02-21 10:56:01.846,0.43
2018-02-21 10:56:01.859,0.24
2018-02-21 10:56:01.872,0.41
2018-02-21 10:56:01.885,0.33
2018-02-21 10:56:01.898,0.28
2018-02-21 10:56:01.911,0.46
2018-02-21 10:56:01.924,0.24
2018-02-21 10:56:01.937,0.15
2018-02-21 10:56:01.950,0.67
2018-02-21 10:56:01.963,0.38
2018-02-21 10:56:01.976,0.3
2018-02-21 10:56:01.989,0.33
2018-02-21 10:56:02.002,0.39
2018-02-21 10:56:02.015,0.73
2018-02-21 10:56:02.028,0.53
2018-02-21 10:56:02.041,0.35
2018-02-21 10:56:02.054,0.46
2018-02-21 10:56:02.067,0.37
2018-02-21 10:56:02.080,0.58
2018-02-21 10:56:02.093,0.5
2018-02-21 10:56:02.106,0.24
2018-02-21 10:56:02.119,0.13
2018-02-21 10:56:02.132,0.54
2018-02-21 10:56:02.145,0.66
2018-02-21 10:56:02.158,0.57
2018-02-21 10:56:02.171,0.48
2018-02-21 10:56:02.184,0.27
2018-02-21 10:56:02.197,0.33
2018-02-21 10:56:02.210,0.24
2018-02-21 10:56:02.223,0.46
2018-02-21 10:56:02.236,0.45
2018-02-21 10:56:02.249,0.37
2018-02-21 10:56:02.262,0.3
2018-02-21 10:56:02.275,0.56
2018-02-21 10:56:02.288,0.6
2018-02-21 10:56:02.301,0.61
2018-02-21 10:56:02.314,0.35
2018-02-21 10:56:02.327,0.39
2018-02-21 10:56:02.340,0.26
2018-02-21 10:56:02.353,0.41
2018-02-21 10:56:02.366,0.39
2018-02-21 10:56:02.379,0.21
2018-02-21 10:56:02.392,0.28
2018-02-21 10:56:02.405,0.13
2018-02-21 10:56:02.418,0.12
2018-02-21 10:56:02.431,0.17
2018-02-21 10:56:02.444,0.14
2018-02-21 10:56:02.457,0.24
2018-02-21 10:56:02.470,0.45
2018-02-21 10:56:02.483,0.29
2018-02-21 10:56:02.496,0.61
2018-02-21 10:56:02.509,0.53
2018-02-21 10:56:02.522,0.45
2018-02-21 10:56:02.535,0.34
2018-02-21 10:56:02.548,0.53
2018-02-21 10:56:02.561,0.61
2018-02-21 10:56:02.574,0.34
2018-02-21 10:56:02.587,0.39
2018-02-21 10:56:02.600,0.31
2018-02-21 10:56:02.613,0.62
2018-02-21 10:56:02.626,0.34
2018-02-21 10:56:02.639,0.47
2018-02-21 10:56:02.652,0.49
2018-02-21 10:56:02.665,0.48
2018-02-21 10:56:02.678,0.53
2018-02-21 10:56:02.691,0.29
2018-02-21 10:56:02.704,0.51
2018-02-21 10:56:02.717,0.36
2018-02-21 10:56:02.730,0.22
2018-02-21 10:56:02.743,0.39
2018-02-21 10:56:02.756,0.27
2018-02-21 10:56:02.769,0.14
2018-02-21 10:56:02.782,0.62
2018-02-21 10:56:02.795,0.47
2018-02-21 10:56:02.808,0.34
2018-02-21 10:56:02.821,0.63
2018-02-21 10:56:02.834,0.64
2018-02-21 10:56:02.847,0.56
2018-02-21 10:56:02.860,0.4
2018-02-21 10:56:02.873,0.32
2018-02-21 10:56:02.886,0.52
2018-02-21 10:56:02.899,0.78
2018-02-21 10:56:02.912,0.51
2018-02-21 10:56:02.925,0.29
2018-02-21 10:56:02.938,0.3
2018-02-21 10:56:02.951,0.25
2018-02-21 10:56:02.964,0.16
2018-02-21 10:56:02.977,0.39
2018-02-21 10:56:02.990,0.21
2018-02-21 10:56:03.003,0.33
2018-02-21 10:56:03.016,0.32
2018-02-21 10:56:03.029,0.44
2018-02-21 10:56:03.042,0.52
2018-02-21 10:56:03.055,1.51
2018-02-21 10:56:03.068,0.37
2018-02-21 10:56:03.081,0.96
2018-02-21 10:56:03.094,0.18
2018-02-21 10:56:03.107,0.33
2018-02-21 10:56:03.120,0.36
2018-02-21 10:56:03.133,0.39
2018-02-21 10:56:03.146,0.54
2018-02-21 10:56:03.159,1.04
2018-02-21 10:56:03.172,0.71
2018-02-21 10:56:03.185,0.49
2018-02-21 10:56:03.198,0.33
2018-02-21 10:56:03.211,0.69
2018-02-21 10:56:03.224,0.44
2018-02-21 10:56:03.237,0.29
2018-02-21 10:56:03.250,0.4
2018-02-21 10:56:03.263,0.29
2018-02-21 10:56:03.276,0.28
2018-02-21 10:56:03.289,0.31
2018-02-21 10:56:03.302,0.41
2018-02-21 10:56:03.315,0.45
2018-02-21 10:56:03.328,0.46
2018-02-21 10:56:03.341,0.33
2018-02-21 10:56:03.354,0.31
2018-02-21 10:56:03.367,0.37
2018-02-21 10:56:03.380,0.23
2018-02-21 10:56:03.393,0.33
2018-02-21 10:56:03.406,0.95
2018-02-21 10:56:03.419,0.19
2018-02-21 10:56:03.432,0.34
2018-02-21 10:56:03.445,0.19
2018-02-21 10:56:03.458,0.14
2018-02-21 10:56:03.471,0.14
2018-02-21 10:56:03.484,0.25
2018-02-21 10:56:03.497,0.21
2018-02-21 10:56:03.510,0.21
2018-02-21 10:56:03.523,0.22
2018-02-21 10:56:03.536,0.38
2018-02-21 10:56:03.549,0.46
2018-02-21 10:56:03.562,0.23
2018-02-21 10:56:03.575,0.42
2018-02-21 10:56:03.588,0.6
2018-02-21 10:56:03.601,0.6
2018-02-21 10:56:03.614,1.11
2018-02-21 10:56:03.627,0.58
2018-02-21 10:56:03.640,0.39
2018-02-21 10:56:03.653,0.21
2018-02-21 10:56:03.666,0.19
2018-02-21 10:56:03.679,0.25
2018-02-21 10:56:03.692,0.4
2018-02-21 10:56:03.705,0.33
2018-02-21 10:56:03.718,0.39
2018-02-21 10:56:03.731,0.38
2018-02-21 10:56:03.744,0.24
2018-02-21 10:56:03.757,0.35
2018-02-21 10:56:03.770,0.5
2018-02-21 10:56:03.783,0.25
2018-02-21 10:56:03.796,0.29
2018-02-21 10:56:03.809,0.46
2018-02-21 10:56:03.822,0.16
2018-02-21 10:56:03.835,0.75
2018-02-21 10:56:03.848,0.28
2018-02-21 10:56:03.861,0.27
2018-02-21 10:56:03.874,0.18
2018-02-21 10:56:03.887,0.28
2018-02-21 10:56:03.900,0.16
2018-02-21 10:56:03.913,0.25
2018-02-21 10:56:03.926,0.17
2018-02-21 10:56:03.939,0.15
2018-02-21 10:56:03.952,0.37
2018-02-21 10:56:03.965,0.25
2018-02-21 10:56:03.978,0.44
2018-02-21 10:56:03.991,0.3
2018-02-21 10:56:04.004,0.18
2018-02-21 10:56:04.017,0.25
2018-02-21 10:56:04.030,0.18
2018-02-21 10:56:04.043,0.2
2018-02-21 10:56:04.056,0.19
2018-02-21 10:56:04.069,0.35
2018-02-21 10:56:04.082,0.36
2018-02-21 10:56:04.095,0.39
2018-02-21 10:56:04.108,0.19
2018-02-21 10:56:04.121,0.23
2018-02-21 10:56:04.134,0.17
2018-02-21 10:56:04.147,0.4
2018-02-21 10:56:04.160,0.16
2018-02-21 10:56:04.173,0.23
2018-02-21 10:56:04.186,0.17
2018-02-21 10:56:04.199,0.29
2018-02-21 10:56:04.212,0.5
2018-02-21 10:56:04.225,0.63
2018-02-21 10:56:04.238,0.32
2018-02-21 10:56:04.251,0.18
2018-02-21 10:56:04.264,0.16
2018-02-21 10:56:04.277,0.15
2018-02-21 10:56:04.290,0.1
2018-02-21 10:56:04.303,0.11
2018-02-21 10:56:04.316,0.15
2018-02-21 10:56:04.329,0.13
2018-02-21 10:56:04.342,0.19
2018-02-21 10:56:04.355,0.35
2018-02-21 10:56:04.368,0.13
2018-02-21 10:56:04.381,0.21
2018-02-21 10:56:04.394,0.28
2018-02-21 10:56:04.407,0.11
2018-02-21 10:56:04.420,0.12
2018-02-21 10:56:04.433,0.09
2018-02-21 10:56:04.446,0.19
2018-02-21 10:56:04.459,0.13
2018-02-21 10:56:04.472,0.26
2018-02-21 10:56:04.485,0.26
2018-02-21 10:56:04.498,0.16
2018-02-21 10:56:04.511,0.14
2018-02-21 10:56:04.524,0.16
2018-02-21 10:56:04.537,0.15
2018-02-21 10:56:04.550,0.33
2018-02-21 10:56:04.563,0.19
2018-02-21 10:56:04.576,0.26
2018-02-21 10:56:04.589,0.23
2018-02-21 10:56:04.602,0.31
