Time,Actual Data
2018-02-21 10:56:00.000,0.08
2018-02-21 10:56:00.013,0.1
2018-02-21 10:56:00.026,0.09
2018-02-21 10:56:00.039,0.1
2018-02-21 10:56:00.052,0.11
2018-02-21 10:56:00.065,0.09
2018-02-21 10:56:00.078,0.21
2018-02-21 10:56:00.091,0.11
2018-02-21 10:56:00.104,0.1
2018-02-21 10:56:00.117,0.34
2018-02-21 10:56:00.130,0.07
2018-02-21 10:56:00.143,0.08
2018-02-21 10:56:00.156,0.08
2018-02-21 10:56:00.169,0.1
2018-02-21 10:56:00.182,0.13
2018-02-21 10:56:00.195,0.13
2018-02-21 10:56:00.208,0.1
2018-02-21 10:56:00.221,0.13
2018-02-21 10:56:00.234,0.1
2018-02-21 10:56:00.247,0.2
2018-02-21 10:56:00.260,0.13
2018-02-21 10:56:00.273,0.21
2018-02-21 10:56:00.286,0.15
2018-02-21 10:56:00.299,0.13
2018-02-21 10:56:00.312,0.11
2018-02-21 10:56:00.325,0.12
2018-02-21 10:56:00.338,0.19
2018-02-21 10:56:00.351,0.14
2018-02-21 10:56:00.364,0.15
2018-02-21 10:56:00.377,0.16
2018-02-21 10:56:00.390,0.14
2018-02-21 10:56:00.403,0.47
2018-02-21 10:56:00.416,0.2
2018-02-21 10:56:00.429,0.23
2018-02-21 10:56:00.442,0.28
2018-02-21 10:56:00.455,0.2
2018-02-21 10:56:00.468,0.28
2018-02-21 10:56:00.481,0.34
2018-02-21 10:56:00.494,0.35
2018-02-21 10:56:00.507,0.33
2018-02-21 10:56:00.520,0.11
2018-02-21 10:56:00.533,0.14
2018-02-21 10:56:00.546,0.11
2018-02-21 10:56:00.559,0.12
2018-02-21 10:56:00.572,0.18
2018-02-21 10:56:00.585,0.2
2018-02-21 10:56:00.598,0.36
2018-02-21 10:56:00.611,0.26
2018-02-21 10:56:00.624,0.3
2018-02-21 10:56:00.637,0.23
2018-02-21 10:56:00.650,0.27
2018-02-21 10:56:00.663,0.29
2018-02-21 10:56:00.676,0.19
2018-02-21 10:56:00.689,0.2
2018-02-21 10:56:00.702,0.25
2018-02-21 10:56:00.715,0.27
2018-02-21 10:56:00.728,0.21
2018-02-21 10:56:00.741,0.18
2018-02-21 10:56:00.754,0.3
2018-02-21 10:56:00.767,0.19
2018-02-21 10:56:00.780,0.21
2018-02-21 10:56:00.793,0.16
2018-02-21 10:56:00.806,0.27
2018-02-21 10:56:00.819,0.18
2018-02-21 10:56:00.832,0.21
