precision,recall,thresholds
0.25,1.0,0.11334317
0.2512820512820513,1.0,0.142316
0.24742268041237114,0.9795918367346939,0.1433911
0.24870466321243523,0.9795918367346939,0.14447178
0.25,0.9795918367346939,0.14556855
0.2513089005235602,0.9795918367346939,0.14762709
0.25263157894736843,0.9795918367346939,0.16084065
0.25396825396825395,0.9795918367346939,0.16289234
0.2553191489361702,0.9795918367346939,0.17468934
0.25668449197860965,0.9795918367346939,0.17514518
0.25806451612903225,0.9795918367346939,0.17974891
0.25405405405405407,0.9591836734693877,0.17989208
0.2554347826086957,0.9591836734693877,0.18069339
0.25136612021857924,0.9387755102040817,0.18251538
0.25274725274725274,0.9387755102040817,0.18574458
0.2541436464088398,0.9387755102040817,0.19288814
0.25555555555555554,0.9387755102040817,0.19344123
0.25139664804469275,0.9183673469387755,0.19467013
0.25280898876404495,0.9183673469387755,0.19581322
0.2542372881355932,0.9183673469387755,0.19820692
0.2556818181818182,0.9183673469387755,0.19888802
0.2571428571428571,0.9183673469387755,0.20294233
0.25862068965517243,0.9183673469387755,0.20428386
0.26011560693641617,0.9183673469387755,0.20828013
0.2558139534883721,0.8979591836734694,0.21073581
0.2573099415204678,0.8979591836734694,0.211763
0.25882352941176473,0.8979591836734694,0.21286367
0.2603550295857988,0.8979591836734694,0.21438414
0.25595238095238093,0.8775510204081632,0.21781129
0.25748502994011974,0.8775510204081632,0.21925883
0.25903614457831325,0.8775510204081632,0.21975791
0.2545454545454545,0.8571428571428571,0.22023934
0.25609756097560976,0.8571428571428571,0.22056761
0.25766871165644173,0.8571428571428571,0.22313736
0.25925925925925924,0.8571428571428571,0.2232927
0.2608695652173913,0.8571428571428571,0.22331728
0.2625,0.8571428571428571,0.22645847
0.2641509433962264,0.8571428571428571,0.22698833
0.26582278481012656,0.8571428571428571,0.22971617
0.267515923566879,0.8571428571428571,0.23146147
0.26282051282051283,0.8367346938775511,0.23171982
0.25806451612903225,0.8163265306122449,0.23350112
0.2532467532467532,0.7959183673469388,0.23378918
0.2549019607843137,0.7959183673469388,0.23461561
0.2565789473684211,0.7959183673469388,0.23589316
0.2582781456953642,0.7959183673469388,0.23606214
0.26,0.7959183673469388,0.2364711
0.2550335570469799,0.7755102040816326,0.23720181
0.25,0.7551020408163265,0.23922728
0.25170068027210885,0.7551020408163265,0.24678148
0.2534246575342466,0.7551020408163265,0.24838078
0.25517241379310346,0.7551020408163265,0.25051394
0.2569444444444444,0.7551020408163265,0.2514875
0.2517482517482518,0.7346938775510204,0.2515508
0.2535211267605634,0.7346938775510204,0.25204754
0.2553191489361702,0.7346938775510204,0.25238648
0.2571428571428571,0.7346938775510204,0.25365642
0.2517985611510791,0.7142857142857143,0.2553033
0.2463768115942029,0.6938775510204082,0.25698057
0.24087591240875914,0.673469387755102,0.2577857
0.2426470588235294,0.673469387755102,0.25828794
0.24444444444444444,0.673469387755102,0.25966638
0.2462686567164179,0.673469387755102,0.2607611
0.24812030075187969,0.673469387755102,0.26156962
0.25,0.673469387755102,0.2616006
0.25190839694656486,0.673469387755102,0.26550066
0.24615384615384617,0.6530612244897959,0.2656449
0.24806201550387597,0.6530612244897959,0.26970315
0.2421875,0.6326530612244898,0.27021563
0.2440944881889764,0.6326530612244898,0.27161536
0.24603174603174602,0.6326530612244898,0.2718536
0.248,0.6326530612244898,0.27228436
0.25,0.6326530612244898,0.27262953
0.25203252032520324,0.6326530612244898,0.2732965
0.2540983606557377,0.6326530612244898,0.2751681
0.256198347107438,0.6326530612244898,0.27666456
0.25,0.6122448979591837,0.2770601
0.25210084033613445,0.6122448979591837,0.2780739
0.2542372881355932,0.6122448979591837,0.278539
0.24786324786324787,0.5918367346938775,0.28036085
0.25,0.5918367346938775,0.28147662
0.25217391304347825,0.5918367346938775,0.28776765
0.2543859649122807,0.5918367346938775,0.29002672
0.24778761061946902,0.5714285714285714,0.2915082
0.25,0.5714285714285714,0.29246792
0.25225225225225223,0.5714285714285714,0.29524976
0.2545454545454545,0.5714285714285714,0.29691246
0.24770642201834864,0.5510204081632653,0.29807723
0.25,0.5510204081632653,0.29865852
0.2523364485981308,0.5510204081632653,0.30206808
0.25471698113207547,0.5510204081632653,0.30302104
0.2571428571428571,0.5510204081632653,0.30389896
0.25961538461538464,0.5510204081632653,0.30579817
0.2524271844660194,0.5306122448979592,0.30604848
0.24509803921568626,0.5102040816326531,0.307805
0.2376237623762376,0.4897959183673469,0.30787158
0.24,0.4897959183673469,0.3079588
0.24242424242424243,0.4897959183673469,0.30852053
0.24489795918367346,0.4897959183673469,0.31389183
0.23711340206185566,0.46938775510204084,0.31685486
0.23958333333333334,0.46938775510204084,0.3176769
0.24210526315789474,0.46938775510204084,0.31925005
0.24468085106382978,0.46938775510204084,0.31963748
0.24731182795698925,0.46938775510204084,0.320851
0.2391304347826087,0.4489795918367347,0.32150388
0.23076923076923078,0.42857142857142855,0.32174155
0.2222222222222222,0.40816326530612246,0.32285568
0.21348314606741572,0.3877551020408163,0.32399267
0.20454545454545456,0.3673469387755102,0.32422176
0.19540229885057472,0.3469387755102041,0.32473493
0.19767441860465115,0.3469387755102041,0.3254799
0.2,0.3469387755102041,0.32614934
0.20238095238095238,0.3469387755102041,0.32865393
0.20481927710843373,0.3469387755102041,0.33077672
0.2073170731707317,0.3469387755102041,0.33164385
0.20987654320987653,0.3469387755102041,0.33541676
0.2,0.32653061224489793,0.33903548
0.20253164556962025,0.32653061224489793,0.34114388
0.20512820512820512,0.32653061224489793,0.34342906
0.2077922077922078,0.32653061224489793,0.34360304
0.19736842105263158,0.30612244897959184,0.3452793
0.18666666666666668,0.2857142857142857,0.34800583
0.1891891891891892,0.2857142857142857,0.34908804
0.1917808219178082,0.2857142857142857,0.34960243
0.19444444444444445,0.2857142857142857,0.35045275
0.19718309859154928,0.2857142857142857,0.3528669
0.2,0.2857142857142857,0.35423467
0.18840579710144928,0.2653061224489796,0.3548615
0.19117647058823528,0.2653061224489796,0.3561088
0.19402985074626866,0.2653061224489796,0.35688734
0.18181818181818182,0.24489795918367346,0.36046702
0.18461538461538463,0.24489795918367346,0.36297703
0.1875,0.24489795918367346,0.36498603
0.19047619047619047,0.24489795918367346,0.36517504
0.1935483870967742,0.24489795918367346,0.36798546
0.19672131147540983,0.24489795918367346,0.3693287
0.18333333333333332,0.22448979591836735,0.37513384
0.1864406779661017,0.22448979591836735,0.37715003
0.1896551724137931,0.22448979591836735,0.37869063
0.19298245614035087,0.22448979591836735,0.38257614
0.19642857142857142,0.22448979591836735,0.38690677
0.18181818181818182,0.20408163265306123,0.39149666
0.18518518518518517,0.20408163265306123,0.39289188
0.18867924528301888,0.20408163265306123,0.3929323
0.17307692307692307,0.1836734693877551,0.3976738
0.17647058823529413,0.1836734693877551,0.39866224
0.16,0.16326530612244897,0.40095
0.16326530612244897,0.16326530612244897,0.4013539
0.14583333333333334,0.14285714285714285,0.4027873
0.14893617021276595,0.14285714285714285,0.40471512
0.15217391304347827,0.14285714285714285,0.40568122
0.15555555555555556,0.14285714285714285,0.40581992
0.1590909090909091,0.14285714285714285,0.40634343
0.16279069767441862,0.14285714285714285,0.41435465
0.16666666666666666,0.14285714285714285,0.4154596
0.17073170731707318,0.14285714285714285,0.4158562
0.175,0.14285714285714285,0.41689774
0.1794871794871795,0.14285714285714285,0.42018926
0.18421052631578946,0.14285714285714285,0.42079553
0.16216216216216217,0.12244897959183673,0.42304054
0.16666666666666666,0.12244897959183673,0.42444435
0.14285714285714285,0.10204081632653061,0.4250913
0.14705882352941177,0.10204081632653061,0.42722607
0.15151515151515152,0.10204081632653061,0.42832333
0.15625,0.10204081632653061,0.42844418
0.16129032258064516,0.10204081632653061,0.43119168
0.16666666666666666,0.10204081632653061,0.43360108
0.1724137931034483,0.10204081632653061,0.44093302
0.17857142857142858,0.10204081632653061,0.44319588
0.18518518518518517,0.10204081632653061,0.44649228
0.19230769230769232,0.10204081632653061,0.44848236
0.2,0.10204081632653061,0.4552378
0.16666666666666666,0.08163265306122448,0.457808
0.13043478260869565,0.061224489795918366,0.4664647
0.13636363636363635,0.061224489795918366,0.46694437
0.14285714285714285,0.061224489795918366,0.4669934
0.1,0.04081632653061224,0.4674243
0.10526315789473684,0.04081632653061224,0.47247583
0.1111111111111111,0.04081632653061224,0.47820085
0.11764705882352941,0.04081632653061224,0.49196723
0.125,0.04081632653061224,0.4940285
0.13333333333333333,0.04081632653061224,0.49910694
0.14285714285714285,0.04081632653061224,0.50363034
0.15384615384615385,0.04081632653061224,0.508206
0.16666666666666666,0.04081632653061224,0.5095976
0.18181818181818182,0.04081632653061224,0.5128355
0.2,0.04081632653061224,0.51436216
0.2222222222222222,0.04081632653061224,0.51895595
0.25,0.04081632653061224,0.52772635
0.2857142857142857,0.04081632653061224,0.5291809
0.16666666666666666,0.02040816326530612,0.5307678
0.2,0.02040816326530612,0.54964554
0.25,0.02040816326530612,0.56691855
0.3333333333333333,0.02040816326530612,0.5683595
0.0,0.0,0.57245547
0.0,0.0,0.60956013
