qcp_001,qcp_002,qcp_003,qcp_004,qcp_005,qcp_006,qcp_007,qcp_008,qcp_009,qcp_010,qcp_011,qcp_012,qcp_013,qcp_014,qcp_015,qcp_016,qcp_017,qcp_018,qcp_019,qcp_020,qcp_021,qcp_022,qcp_023,qcp_024,qcp_025,qcp_026,qcp_027,qcp_028,qcp_029,qcp_030,qcp_031,qcp_032,qcp_033,qcp_034,qcp_035,qcp_036,qcp_037,qcp_038,qcp_039,qcp_040,qcp_041,qcp_042,qcp_043,qcp_044,qcp_045,qcp_046,qcp_047,qcp_048,qcp_049,qcp_050,qcp_051,qcp_052,qcp_053,qcp_054,qcp_055,qcp_056,qcp_057,qcp_058,qcp_059,qcp_060,qcp_061,qcp_062,qcp_063,qcp_064,qcp_065,qcp_066,qcp_067,qcp_068,qcp_069,qcp_070,qcp_071,qcp_072,qcp_073,qcp_074,qcp_075,qcp_076,qcp_077,qcp_078,qcp_079,qcp_080,qcp_081,qcp_082,qcp_083,qcp_084,qcp_085,qcp_086,qcp_087,qcp_088,qcp_089,qcp_090,qcp_091,qcp_092,qcp_093,qcp_094,qcp_095,qcp_096,qcp_097,qcp_098,qcp_099,qcp_100,qcp_101,qcp_102,qcp_103,qcp_104,qcp_105,qcp_106,qcp_107,qcp_108,qcp_109,qcp_110,qcp_111,qcp_112,qcp_113,qcp_114,qcp_115,qcp_116,qcp_117,qcp_118,qcp_119,qcp_120,qcp_121,qcp_122,qcp_123,qcp_124,qcp_125,qcp_126,qcp_127,qcp_128,qcp_129,qcp_130,qcp_131,qcp_132,qcp_133,qcp_134,qcp_135,qcp_136,qcp_137,qcp_138,qcp_139,qcp_140,qcp_141,qcp_142,qcp_143,qcp_144,qcp_145,qcp_146,qcp_147,qcp_148,qcp_149,qcp_150,qcp_151,qcp_152,qcp_153,qcp_154,qcp_155,qcp_156,qcp_157,qcp_158,qcp_159,qcp_160,qcp_161,qcp_162,qcp_163,qcp_164,qcp_165,qcp_166,qcp_167,qcp_168,qcp_169,qcp_170,qcp_171,qcp_172,qcp_173,qcp_174,qcp_175,qcp_176,qcp_177,qcp_178,prediction,actual
0.008468972,-0.00059347774,0.0,0.0,0.0,0.0,0.0,0.00024357099,0.0,0.005766076,0.0,-0.011595893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017183399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00067671674,0.0,-0.00044418237,0.0,0.0,-0.010790771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010385793,0.0,0.0,0.0,0.00049726065,0.0,0.0,0.0,0.0,0.0003524524,0.0,0.0,0.0,0.0,0.0,0.0006608338,0.0015586739,0.0,0.0,0.0,0.0,0.0,-0.0012468909,0.0,0.0,0.0,0.0,0.0,-0.00022556304,0.0,0.0,0.0,0.0,0.0,-0.00094114617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027088545,0.0,0.0,0.0,0.0,0.0,0.0029553664,0.0,-0.05263399,0.0,0.0,0.002627093,-0.000998241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009260919,0.0,0.013690721,0.0026401188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004366237,0.0,0.0,0.0,0.0070828563,0.0,0.0,0.32174155,1.0
0.0019180744,-0.00018564095,0.0,0.0,0.0,0.0,0.0,-0.00090368197,0.0,0.009911261,0.0,0.00017989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033890076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020468682,0.0,-0.00043352967,0.0,0.0,-0.0055755996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017063787,0.0,0.0,0.0,0.0004972898,0.0,0.0,0.0,0.0,-0.0014308065,0.0,0.0,0.0,0.0,0.0,0.00067876023,0.0017924281,0.0,0.0,0.0,0.0,0.0,-0.0014896377,0.0,0.0,0.0,0.0,0.0,-0.000322905,0.0,0.0,0.0,0.0,0.0,-0.005071842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00093455415,0.0,0.0,0.0,0.0,0.0,-0.04410881,0.0,0.007598624,0.0,0.0,0.0013163465,-0.0020282157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023410302,0.0,-0.0014052948,-0.0017836806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0044890083,0.0,0.0,0.0,-0.0066542416,0.0,0.0,0.33077672,0.0
0.002025634,-0.00018564095,0.0,0.0,0.0,0.0,0.0,-0.00047079078,0.0,-0.013852976,0.0,0.00017989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009818572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00059069163,0.0,-0.0006978067,0.0,0.0,-0.0024736733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00084539375,0.0,0.0,0.0,0.0029408445,0.0,0.0,0.0,0.0,-0.0032555996,0.0,0.0,0.0,0.0,0.0,0.0005644697,0.009533429,0.0,0.0,0.0,0.0,0.0,-0.00071351556,0.0,0.0,0.0,0.0,0.0,-0.00063473743,0.0,0.0,0.0,0.0,0.0,-0.0027991934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027979692,0.0,0.0,0.0,0.0,0.0,0.0029299655,0.0,0.015382606,0.0,0.0,0.011848566,-0.00081545894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041703163,0.0,0.0026250621,-0.0026805915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00327445,0.0,0.0,0.0,0.01876733,0.0,0.0,0.3561088,0.0
0.009794481,-0.00059347774,0.0,0.0,0.0,0.0,0.0,-0.00035134068,0.0,-0.0016305833,0.0,0.0004668395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012428432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021521894,0.0,-0.0007206944,0.0,0.0,-0.029753346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00717228,0.0,0.0,0.0,0.0010018946,0.0,0.0,0.0,0.0,-0.0006928529,0.0,0.0,0.0,0.0,0.0,0.00022042627,0.0033101067,0.0,0.0,0.0,0.0,0.0,-0.00051788666,0.0,0.0,0.0,0.0,0.0,-0.00036145834,0.0,0.0,0.0,0.0,0.0,0.0014833687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027088545,0.0,0.0,0.0,0.0,0.0,-0.005479478,0.0,-0.04194304,0.0,0.0,0.006205902,-0.00055077986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010721154,0.0,0.013690721,-0.00495068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013148019,0.0,0.0,0.0,0.004567559,0.0,0.0,0.23606214,0.0
0.0024922898,-0.00018564095,0.0,0.0,0.0,0.0,0.0,0.00038039606,0.0,-0.012571982,0.0,0.00027695112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033890076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021271291,0.0,-0.00065685436,0.0,0.0,-0.004969131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040377333,0.0,0.0,0.0,0.0004972898,0.0,0.0,0.0,0.0,-0.0006446778,0.0,0.0,0.0,0.0,0.0,-0.02364857,0.0023147117,0.0,0.0,0.0,0.0,0.0,-0.002423259,0.0,0.0,0.0,0.0,0.0,-0.000322905,0.0,0.0,0.0,0.0,0.0,0.004937339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027979692,0.0,0.0,0.0,0.0,0.0,-0.017949317,0.0,0.0024661878,0.0,0.0,0.004337094,-0.0019155937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009889496,0.0,0.0026250621,0.0013033542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026586927,0.0,0.0,0.0,-0.0037683784,0.0,0.0,0.39866224,1.0
-0.005976682,-0.0005126418,0.0,0.0,0.0,0.0,0.0,0.0015348857,0.0,-0.024656266,0.0,-0.0021315117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0084695015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009370918,0.0,-0.00065685436,0.0,0.0,0.0012907018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009041742,0.0,0.0,0.0,0.0008853866,0.0,0.0,0.0,0.0,0.00046927406,0.0,0.0,0.0,0.0,0.0,0.00041771802,0.002714754,0.0,0.0,0.0,0.0,0.0,-0.019625971,0.0,0.0,0.0,0.0,0.0,-0.000322905,0.0,0.0,0.0,0.0,0.0,-0.0013892627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003638039,0.0,0.0,0.0,0.0,0.0,-0.016659815,0.0,0.009820896,0.0,0.0,0.004800893,-0.010594118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013923624,0.0,-0.0004989258,-0.0019753145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024529418,0.0,0.0,0.0,-0.019914983,0.0,0.0,0.23378918,0.0
0.006850052,-0.00059347774,0.0,0.0,0.0,0.0,0.0,-0.00035134068,0.0,-0.014142905,0.0,0.0010259551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009014755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009955865,0.0,-0.00049269607,0.0,0.0,-0.046936385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020963126,0.0,0.0,0.0,0.00037354574,0.0,0.0,0.0,0.0,-0.0005263491,0.0,0.0,0.0,0.0,0.0,0.00031923674,-0.01354321,0.0,0.0,0.0,0.0,0.0,-0.00051788666,0.0,0.0,0.0,0.0,0.0,-0.0019989568,0.0,0.0,0.0,0.0,0.0,-0.0028826965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037893583,0.0,0.0,0.0,0.0,0.0,0.0013592043,0.0,-0.009443708,0.0,0.0,0.002117455,-0.00055077986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007800588,0.0,-0.0073291603,0.002407113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018847936,0.0,0.0,0.0,-0.006067064,0.0,0.0,0.1433911,0.0
0.0015301936,-0.00018564095,0.0,0.0,0.0,0.0,0.0,0.00038039606,0.0,0.02242721,0.0,-0.0022461726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013463399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0052469494,0.0,-0.00065685436,0.0,0.0,-0.0032294884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00040377333,0.0,0.0,0.0,0.0008853866,0.0,0.0,0.0,0.0,-0.0006446778,0.0,0.0,0.0,0.0,0.0,0.0024467134,0.0026815801,0.0,0.0,0.0,0.0,0.0,-0.002423259,0.0,0.0,0.0,0.0,0.0,-0.000322905,0.0,0.0,0.0,0.0,0.0,-0.0013892627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00093455415,0.0,0.0,0.0,0.0,0.0,0.010899487,0.0,0.024424376,0.0,0.0,0.005204306,-0.0019155937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009889496,0.0,-0.0014052948,0.00070287706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013648662,0.0,0.0,0.0,0.023602314,0.0,0.0,0.3452793,1.0
0.0018564927,-0.00018564095,0.0,0.0,0.0,0.0,0.0,0.00026812995,0.0,-0.04450296,0.0,0.00017989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008939812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046710993,0.0,-0.0007498248,0.0,0.0,-0.0032805926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00084539375,0.0,0.0,0.0,0.0005674023,0.0,0.0,0.0,0.0,0.000519827,0.0,0.0,0.0,0.0,0.0,0.0005644697,-0.05226223,0.0,0.0,0.0,0.0,0.0,0.0013777877,0.0,0.0,0.0,0.0,0.0,-0.00712193,0.0,0.0,0.0,0.0,0.0,0.0060694036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00058055075,0.0,0.0,0.0,0.0,0.0,0.0012391204,0.0,0.0067928606,0.0,0.0,0.004688822,0.0016754908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015964215,0.0,-0.0024586422,-0.0026805915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00327445,0.0,0.0,0.0,-0.0077188034,0.0,0.0,0.40568122,0.0
0.0030784789,-0.00018564095,0.0,0.0,0.0,0.0,0.0,-0.00073235825,0.0,-0.008719418,0.0,-0.0037455857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004808738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0042562652,0.0,-0.00132788,0.0,0.0,0.002116132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012976124,0.0,0.0,0.0,0.0029408445,0.0,0.0,0.0,0.0,0.0007553407,0.0,0.0,0.0,0.0,0.0,0.0003176419,0.0015911106,0.0,0.0,0.0,0.0,0.0,-0.0011416811,0.0,0.0,0.0,0.0,0.0,0.005233601,0.0,0.0,0.0,0.0,0.0,-0.0027991934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030489074,0.0,0.0,0.0,0.0,0.0,0.0011956701,0.0,0.013631277,0.0,0.0,0.016922412,0.009008914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028998791,0.0,-0.0009735323,-9.8692486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018755894,0.0,0.0,0.0,0.0065764124,0.0,0.0,0.51436216,0.0
